vessel_type,vessel_number,course_diff_std,course_diff_mad,distance_to_shore_mad,distance_to_shore_max,distance_to_shore_median,distance_to_shore_std,speed_std,speed_median,speed_mad,time_diff_median,time_diff_mad,time_diff_std,time_duration,thermo_depth_median,thermo_depth_mad,thermo_depth_std,east_water_velocity_std,east_water_velocity_median,east_water_velocity_mad,water_surface_elevation_median,water_surface_elevation_std,water_surface_elevation_mad,oceanic_depth_std,oceanic_depth_mad,oceanic_depth_median,sog_std,sog_mad,sog_median,choloro_conc_mad,choloro_conc_std,choloro_conc_median,course_std,course_mad,ratio_in_eez,north_water_velocity_std,north_water_velocity_mad,north_water_velocity_median,sea_temperature_std,sea_temperature_mad,sea_temperature_median,distance_to_port_max,distance_to_port_mad,distance_to_port_median,distance_to_port_std,salinity_mad,salinity_std,salinity_median,distance_max,distance_std,distance_median,distance_mad
longliner,103476,148.6137930235666,115.58178079501889,18.32232025674645,71.10015915000791,1.2251245831467008,21.610750900959054,3.3039697630478257,0.004734841510733698,1.7734205255077564,952.0,4848.3937197943815,32452.242441640214,7932823,110.4,42.2472843778034,57.856460446396206,0.171446950807507,0.17,0.13423556182095206,-0.23,0.0909112754410437,0.0739846383869452,194.34008233883947,151.1466564141997,-1.0,2.4721275803257377,1.647082745952411,0.0,0.03926261295513122,0.05483514230551961,0.1479,112.45315052416899,96.2626394489572,1.0,0.2352726534401115,0.19737332175184288,0.06,0.8421088742465138,0.6586192774858677,12.4,81.86111508723849,20.431024860524186,6.3331418538152455,23.993188142654382,0.1689191526525892,0.2101443827714161,34.7,127.74651025884118,5.251792629328335,0.001250787299085485,1.325741880004069
longliner,103480,84.71295674904978,61.63090362496686,12.35860524909009,55.856141608230324,43.668560264302464,13.525630087193782,1.1139535183782676,0.4639922199682343,0.9054533727830704,3583.5,934855.34375,1221467.6943421604,5998211,100.05,125.73125000000002,140.75189671393932,0.15747448772964556,-0.05,0.1328125,-0.055,0.048329228068677926,0.038125000000000006,82.52261594773364,71.125,-361.5,3.1129912119558387,2.45625,1.5499999999999998,0.0068750000000000035,0.010537789141940543,0.1017,112.25350441306836,85.88421286942743,1.0,0.13349692345304653,0.11,-0.045000000000000005,0.3505098327538659,0.2250000000000003,14.1,77.2789908857728,14.831869680487289,62.009848381298866,17.200655187062367,0.03749999999999965,0.046291004988627496,35.0,43.7675311256404,15.074653804100606,2.8803274321808487,10.825127038959053
trawler,103542,134.3137938405136,87.46889602649263,6.819920734029963,28.26760575189109,1.115887705125828,7.873797195899693,2.8627719162281524,0.006705348130613464,2.061030291254066,336.0,456.7730124583883,3991.7816600252004,7947987,173.3,9.214647552149684,12.542225275619582,0.15072173572698105,0.2,0.1275877052095081,-1.76,0.03028055394443112,0.02344642608740128,0.8086633172717629,0.6309625580158132,-2.0,2.3644409560005317,1.8533172552450377,0.0,0.12148477521188625,0.191129203993951,0.8693551191709845,115.55177202865616,99.99570162332479,1.0,0.14679821936589746,0.12019504291071452,0.05,0.361478500679109,0.29412131192671365,-0.5,67.12021304214508,13.023492566755474,3.3765715754124312,15.31015336028748,0.03313639084450246,0.05516924492699828,34.1,19.20451200163589,0.7828179193554882,0.0006928862550302014,0.3303226022645807
seiner,103552,93.37575503725478,44.25341752888023,9.080591527294173,77.57709024152769,59.94682312441018,11.645361990810676,2.0314105660559445,2.7698979740906897,1.0769740866901627,479.0,3639.244008779967,56968.93869367254,7901645,131.5,80.73828224737647,99.80631255675272,0.15784799471831612,0.09,0.13343796415054365,-0.25,0.10198879463201777,0.07556773684549345,40.809910834291664,28.313188872676825,-151.0,1.7333439444312502,1.0385254345092374,2.4,0.010580421164554151,0.01334959285534897,0.12710000000000002,100.56905114698021,90.17505817889696,1.0,0.17575961722212266,0.13858122291385913,-0.13,0.9853392637001652,0.8182515849337495,14.8,92.87612222717316,13.709074432610164,68.49294323066647,16.64204906444401,0.08045636208064479,0.09378127707313057,35.2,49.14451865093137,1.9865702098524043,0.32825967267989137,0.6100185023202409
longliner,103600,121.60338351072295,78.80734115869916,59.11927005504989,714.6925336038048,6.962036403175433,95.60972839408191,4.7830617995276485,0.7858365624504972,4.1835555868111935,272.5,4131.974983824221,33617.49143000337,7910964,345.6,65.59121509613374,80.58277300186269,0.19373741162234304,0.2,0.1520870925947208,-0.01,0.14014767771708395,0.09664089299742287,270.5292691177367,190.42132530395503,-56.0,3.729922710319252,3.562276589280064,1.1,0.08073316758259197,0.12355768187452232,0.183,105.11337782178559,91.80291076098749,0.9761606022584692,0.18518317839162188,0.15269880858111268,0.11,1.6072797456803758,1.1120850381527958,13.9,733.2071017054269,63.26889601124032,21.739913686309627,102.37817621695984,0.1909641551048576,0.2689091607639744,35.1,137.79459269389793,5.7277180652909685,0.032454412853834644,1.3823366160851998
trawler,103603,141.53836631988574,90.7639514552383,7.084200692464048,26.09884415210412,23.160915528017675,7.524379744570723,4.864844355471527,2.83326370257267,3.3669303586675925,564.0,3539.3903876962013,16073.634989422795,7867499,183.4,89.24673213308128,99.9719222930364,0.10242913567100267,0.02,0.0862864778562334,-0.25,0.04896958703799209,0.04165130875964821,76.12576778908169,69.11616947809351,-144.0,3.7661582901217985,3.0382540411191536,2.6,0.07368216766515354,0.07968187696378258,0.3602,116.08166062545044,103.05594750995778,1.0,0.08705445630542673,0.07104896953981722,0.08,0.2873790297365895,0.21953528099018452,10.0,27.855303145934162,9.392590461454066,24.21898038962476,10.136645257542026,0.017946399631521105,0.030058572100430638,34.300000000000004,14.37910295019334,1.4074292282244032,0.2960290580900492,0.8458234290171026
other,103621,118.30070871627373,75.24002500112582,10.004178324148867,50.57654651360829,6.975376193920286,12.19458003053133,6.4840193936504384,6.444901822412096,5.714684090735156,955.0,26811.387698423947,119493.23124808606,7376623,204.1,34.43546348513617,39.69488074643722,0.11324434994089287,0.17,0.09819642199272093,0.24,0.03737686128074921,0.031291977215405116,110.56726401815584,96.35729872190892,-42.0,5.7523212880720775,5.075149488480176,7.0,0.2234295394694595,0.4839982933041642,1.1501878337882339,109.17397662320258,95.43238001805284,1.0,0.09988727257609444,0.07432457926634252,0.04,0.8634553287938459,0.7630944621451038,16.900000000000002,66.3415847313073,14.208311190519623,22.589298790847288,16.615087118169967,0.16675343813383328,0.2039957903217749,34.9,35.126733198132555,2.9939593695604927,1.171613474158461,1.6794481539988717
longliner,103631,123.25893767790429,77.05557523833238,450.3762396913783,1759.431707176984,1033.0885720954582,526.6126071891027,4.42794293384737,6.847156272075965,4.1174418489409526,48.0,518.5469952143354,2350.222322325456,7940896,30.55238095238096,0.21834998858557803,1.4568292605048243,0.01911211424099953,-0.022591943957968482,0.0025093571454429787,0.17001751313485114,0.017631861960229516,0.002436784029075469,539.421557385579,450.34481878686404,-1195.0,3.4949009444342667,3.076984965298301,7.4,0.10430504377617238,0.1330486485555404,0.1906545639706277,106.35174983434892,93.53498462479999,0.2474869838651477,0.03412155662015725,0.004470878804755405,0.022574430823117327,0.16436422539391735,0.021961953190758686,27.301576182136607,2399.5195565095937,496.67121499462405,1044.1024391650762,595.4767300406153,0.007376569594059775,0.04951794289156525,36.56690017513135,78.00738603244923,2.7707810584637635,0.02807500572340209,0.93657624722032
trawler,103715,94.70720734710926,44.80021148273799,6.640976159756442,45.1658558933541,14.872478628835236,8.192979112277257,2.8648438329453425,3.2291742949633555,1.7965880935047034,549.0,2046.3444699378765,22558.34693962581,7792865,173.10000000000005,7.223137351952991,10.251986529320671,0.11848979534364378,0.19,0.09759645056551854,-1.6,0.036985196080316585,0.02970532723279975,6.8269781643015275,5.822505581968343,-14.0,2.19303856784862,1.5638426603017566,2.9,0.19178507708268874,0.2640126953595437,0.8159402197277287,102.92318796204195,86.73856491647791,1.0,0.18914144576148045,0.157404023191569,0.13,0.2394420382373441,0.20401474345308293,-0.1,53.16678825585214,8.931205501127865,20.873997542781915,11.386034144241593,0.053806381441709385,0.06146061997353034,33.9,88.51717276125082,1.6528833433384782,0.453753142351402,0.4525412888493015
trawler,103747,163.9821309500626,136.2720603325189,1.3874346564001998,24.719373172958175,0.6869020984442805,2.6890359172916405,2.4222530070501342,0.003737277442077375,1.1540970041056309,360.0,3717.290156975851,42654.28715558294,7892420,172.9,8.709457988718189,13.221147587471902,0.1520200299937689,0.26,0.14111651533765884,-1.71,0.047606063454990584,0.04497422927784393,0.5906927571500797,0.297707372387278,0.0,1.8928056418724764,1.1889437671736258,0.0,0.05329106794357102,0.11055234242633293,1.1347969246031748,114.23403112335762,99.03126862899671,1.0,0.09434278982684598,0.07583249236270698,0.09,0.3403373857542505,0.3201419035095899,-0.1,49.60189770809175,3.0201538419369114,14.318490243458221,5.262983937140056,0.0421213164115393,0.04589861142691491,34.1,41.855832794406616,1.2203979190172909,0.00032146860437192766,0.28294140793965233
support,103775,140.50907189635086,101.96298478906765,69.3418715542396,612.7876502297105,1.737746150784176,100.10715542408012,8.218857049371934,0.04949581060348295,6.8840408486346565,418.0,566.0025574985748,2195.983564852758,7944581,208.4,137.31761696193442,185.63171805627053,0.2143159385308946,0.18508950964282625,0.16971827463346928,0.05,0.27432372199430544,0.2334221095084641,444.7481592073808,342.866739022396,-3.0,6.225651059083834,5.93391417307407,0.1,0.3804136416851208,0.9767011436804156,0.0964,109.80170138543163,97.40718498775273,0.9779228588609226,0.184396111665935,0.13433748090698913,-0.02,3.7582979141272337,3.4733623296563465,13.2,899.2671096413667,100.46567061542808,5.9059998064444414,146.04034971821415,0.44063651985047336,0.486682689700088,35.0,417.620429960781,8.453308936032919,0.006775547235076415,1.8523837851131348
trawler,103783,165.14903928981806,145.8498779858379,0.3002155160526329,10.350584495960776,0.6531348346657966,1.0253053938651808,0.9884152911977668,0.006999047214600577,0.29423141953330145,951.0,6289.070828159327,55568.623144143865,4480424,172.9,1.0343343730751922,1.8860999955341555,0.0719406564297476,0.23,0.05574504036547969,-1.8,0.034629457005694066,0.031660139459356224,0.16490969585907594,0.02707830343114816,-3.0,2.9945919530051084,0.55321062842349,0.0,0.2643025121436961,0.4750317622505806,2.5256000000000003,107.47411106041272,91.73776596391909,1.0,0.04641409559137399,0.04084288259920093,0.11,0.13598029119486382,0.10327518684062302,-1.1,20.667482493568574,0.33119516696143464,9.67991784029205,1.1317120080816028,0.0170335407327481,0.0333640617219656,34.2,6.63866621610396,0.40711709749306463,0.0017033836403028619,0.08810082686352519
other,103804,135.85255993872013,95.7770468708853,3.873203159821878,13.879984639113767,7.399269419400039,4.348908776472387,3.274973007474805,1.355454331309615,2.9203628885257977,476.0,2624.4615008500546,11472.46256364807,7908509,173.20000000000005,17.451277416097092,22.613264294495124,0.15433866437917726,0.12,0.12492804621934844,-1.55,0.035700587051010216,0.03175457447279418,4.906762469279956,4.488632420761327,-8.0,3.039459580038064,2.881392180811561,1.8,0.06762375853209572,0.1075946296487834,0.8534088402625821,108.82698986834902,97.70972179340136,1.0,0.2208273791068866,0.17492040048462115,0.09,0.2438456685081088,0.18050982275916,0.6000000000000001,49.90015979796937,4.0785269345844375,31.975392021214162,5.037218977392069,0.03212270948469495,0.040081752480243996,33.9,8.552047606322539,0.6160575062842608,0.11473566307824265,0.39177305796811823
seiner,103844,156.82418209590134,116.7498133282814,203.08161431876565,1022.7585452535594,1.8860198260471928,250.5389973054104,8.921839802029007,0.02944398918222672,7.175629219174813,372.0,889.6967280566536,2595.745197331444,7945810,46.7,60.31786270680167,91.10749728480309,0.18518585291115028,-0.01,0.12482138453334705,0.06,0.25131414345751124,0.18948798625140972,637.9402536341099,610.9777752247852,-9.0,6.372129499014548,6.037658688381826,0.1,0.06956880798509556,0.16583724898877955,0.1205,114.718120836659,101.78588161034985,0.7867209865668355,0.13716339943270822,0.0881280744494361,0.013913147505682505,5.779358853494744,4.3145532460308536,14.2,1188.8678867751496,233.65057896136932,18.604034897397973,292.9567753548682,0.2655160770319577,0.39287466550666655,35.4,136.24550814502265,7.316423858196495,0.0018539603086508679,2.259066388519952
seiner,103894,132.27126076147994,95.89503836455593,4.280460817560213,25.313987595737128,6.159863962232416,5.883337615601291,3.3030304188398483,0.06519639608541447,2.6185968907412445,980.0,8517.035101190408,43297.06281154918,6978363,137.20000000000002,58.14541027658196,76.66082282116551,0.19596373618479307,0.09,0.1705887435807535,-0.3,0.08322607261699065,0.06995269727805778,11.009947216084221,8.648817835730547,-7.0,3.2971072758051245,2.825998663491168,0.1,0.051166383428365034,0.07140539397511637,0.2257810699588477,104.16714738404798,88.296408617024,1.0,0.17629693805812424,0.1264982459162791,0.03,0.5714429306452832,0.4898129897083434,10.6,55.9636414312257,7.612491733870468,36.45497195746751,9.343166198894368,0.06817258326430077,0.08329805374407663,34.5,47.158289602778645,2.428717149825142,0.0228126516250202,1.2686755585896372
trawler,103919,164.11824748703464,146.4051582837424,0.0008861507870883967,0.8516486984988986,0.8442854276266982,0.0011650413866701641,0.0033395341309663176,0.003106640127327587,0.0019289044984431198,948.0,41.06308316614695,149.74530463733473,7945618,172.4,17.552345127339088,22.609474716424888,0.159831932029476,0.21,0.1329221687580784,-1.79,0.02225272541944352,0.017596813933270127,0.0,0.0,-1.0,0.014317772592923226,0.004099481695796605,0.0,1.4633653015872967e-05,2.7051251432472064e-05,1.174131441663729,107.45998887768873,90.89308129678535,1.0,0.14598830858034692,0.11188076058685388,0.12,0.3045219687595067,0.2503490171604613,-1.2000000000000002,0.8406225938337952,0.0008868284751968818,0.8332670894609915,0.0011655966946444796,0.10235039530656233,0.1158327656483508,34.0,0.006544464229663312,0.0006225377613942174,0.0008177191947752526,0.0004669468086620159
seiner,103933,111.16197481921849,73.20209577556605,4.0902734252684585,26.309708005769433,4.1906813540747985,5.27099755776088,4.701515807759419,3.346862166760162,4.039723958077301,924.0,5315.512317153105,27366.384341285033,7946549,276.2,80.46944752322952,92.43022492179632,0.11376746892832182,0.08,0.08912677741509414,-0.28,0.04624765442464278,0.038995713123474565,22.220181438203653,13.607843024232464,-9.0,4.043182040180719,3.8483495607721983,6.4,0.026689470160167744,0.051868591653335565,0.3714766990291262,101.1359806473262,89.85939341142993,1.0,0.14436974389920038,0.11482131152400685,0.07,0.29010519263313833,0.23221292090605705,9.9,43.46421244179848,6.982780206984319,12.647172500422672,8.817403207416882,0.027148255440529914,0.03685144417259891,34.300000000000004,11.180308255226256,1.2508687771363094,0.5996011525515564,1.0437873439640195
support,103935,120.1446624370048,66.70302353805182,556.1883451605887,2194.1646162664456,795.3551417232782,630.6985787969758,4.967048027226507,11.515931031869073,4.0887545352334245,30.0,5860.550925925926,50210.76328038003,7775447,136.20000000000002,24.628088006652927,34.64166246161963,0.14355471978686069,-0.25,0.10789582331248998,0.6201681818181819,0.09340691219143148,0.07770563973063974,228.8442762484787,127.57287341090985,-1229.0,2.360470185341894,1.215581326266218,10.1,0.06856944422936305,0.32285705494927563,0.6537702439024391,102.03769437631205,93.12000319838884,0.1763668430335097,0.1559555127828374,0.11845238095238095,-0.05015,1.6299825897758404,1.2179178691678696,27.704590909090914,2452.777795035829,605.3147322801002,989.4727907797741,708.1084884752838,0.21841141574474995,0.29827310379585226,35.5,674.8616645679492,24.141244822082214,0.10463983616452216,8.686045075145598
longliner,103941,123.69583997123064,68.29243236356405,38.84839392123577,126.5969445735698,39.14888668097298,42.17462329271621,4.714137587759123,1.2094262094516148,3.206810526762504,644.5,1331.4764450584382,9540.18726256855,7279539,158.65000000000003,94.88930675094136,113.9750764843012,0.14987970864786093,0.13,0.11993807032128707,-0.2,0.06213989678750782,0.05090947112328231,264.30731845389806,245.27527165142553,-276.0,3.2024813191219077,2.7767832167832167,1.3,0.06115980521671696,0.07326861393433617,0.151,123.49336161505406,109.40314772101179,1.0,0.11556679218828475,0.08975275563597243,0.07,0.8729726502046676,0.7013269597535333,12.4,151.20700775447438,39.89251906517725,68.70982277134726,44.934490995919745,0.11874267079074888,0.17302813817411633,34.6,49.91448970261006,2.4862701886718126,0.21437677366702784,0.971843188115976
trawler,103944,97.69290660731606,50.15938293489661,5.785136328189712,27.080351362910534,12.712304419237132,6.569113555866759,3.2358677945483834,3.716848295306192,2.5852478161556216,938.0,21426.938203120626,194059.9624032009,4697216,132.8,23.24280197262457,34.794125120381565,0.10109981241241474,0.25,0.07567502689659887,-0.26,0.05137431701616877,0.04144837407727565,22.85813453050059,18.155073662477218,-23.0,2.7256133629861696,2.203104458305608,3.3,0.16737760461688672,0.1932841952360691,0.6197,107.652100653103,91.86946116936502,1.0,0.08490943539708275,0.07008289749441858,0.07,0.3566482931229756,0.2899322765405687,10.6,49.770516156706435,12.437039554970589,29.75593499302508,14.337748019121804,0.0477982102101342,0.05766659699494396,34.4,4.584770461019572,0.7756967921386176,0.9485891186861944,0.5903036368810707
trawler,103984,159.27017306706685,132.56390167883814,7.30444560525964,59.53261572179965,1.0439914435910065,12.983471305566082,2.0588258579502607,0.024554391057755517,1.0548216364911611,201.0,298.3328331486027,5605.747859516485,7947651,101.8,101.54938269553742,162.8228046554847,0.10885016584411453,0.04,0.08776087478450073,-0.07,0.03867058181433368,0.033288847745024434,33.431468565557914,15.55174697353011,-2.0,1.802587677895372,0.9893899612711968,0.0,0.2234295394694595,0.4839982933041642,1.1501878337882339,110.6076033059303,94.34925239433173,1.0,0.12181241958248434,0.09349298979462073,-0.05,0.4743574465599879,0.4070505883734963,8.6,64.00706174014583,8.208274413524853,0.2474145463495889,14.439553955321493,0.0498272711023023,0.049914689219135056,34.2,69.44884313139353,0.8255949160130843,0.0013347736591231981,0.13410948695255934
support,104049,136.5803454350665,94.45408828009668,153.82028633222367,551.2546758164382,5.265229041374759,171.0971842846136,3.9061559948260456,0.06809771352263888,3.2462365609333212,311.0,1422.4205346564727,14266.833591874174,7186335,116.18629320619786,8.148719118381807,15.688971122577536,0.3188508337388416,0.16396106475963446,0.17121531464309014,0.5677433452522844,0.08545723674204438,0.029864768735484062,440.68083527302514,408.79102049532236,-50.0,3.112748136006785,2.868065924834008,0.2,0.07423110365786663,0.08632353015894853,0.053500000000000006,104.53412466803059,90.5036049900738,0.8349241120325458,0.23419635676069536,0.13159358421876913,-0.12662296384584826,2.570672930509033,0.8819360036931181,28.330711164084224,648.1465111057636,205.6985395577919,4.082066893735879,224.4047795606733,0.07108552470644514,0.1447710536144881,34.683273738577675,2173.630098899854,31.25588021462093,0.008753625348125325,2.0959981201679185
support,104060,143.90891038056057,99.28082487344801,572.3049488905467,2011.143056835276,600.7950431096597,663.1182727564736,8.254489419892403,1.305969556138859,7.566066433636631,18.0,556.8720361257516,1663.3352441701807,7919949,134.5,28.829206521946826,44.085001862620814,0.17755091000873172,-0.28539065965401433,0.12727593760161252,0.5700000000000001,0.17010185323103288,0.12434438135808892,550.087895581868,472.34627727460054,-1214.0,6.3263532796913715,6.073451464656554,11.8,0.0601440822857823,0.1734658976849052,0.1874603793466807,112.44375692752395,96.2189204173573,0.3592362819552893,0.11632864033511835,0.08168428005127325,-0.0037893669602686773,4.295644830825826,2.7240707671601068,27.9,2081.027103947244,583.7474948090668,782.8770015258252,675.812070868271,0.1736011164798028,0.2750938796601244,35.30000000000001,142.93517897813447,5.492194908195163,0.01435028759559323,1.3982665403345735
seiner,104071,143.06035406086232,97.73559820992506,824.2440252816633,2135.6163371247844,1631.3672076945945,878.9284355613153,6.7581156940465945,1.7233349185693,5.9731725944497205,31.0,976.4927372508708,2800.9099471682807,7929583,67.5,18.44957277336934,21.534460831233368,0.3799685342610192,0.04,0.2884859246234659,0.4,0.10759613378367383,0.08883583724723779,477.07086334534375,437.8869768698991,-900.0,5.078184817772572,4.9166175735199715,6.6,0.053967272415530385,0.07771276128596735,0.17285,114.00627116603191,102.57808770301666,0.34985835694050993,0.18890750029887934,0.1518951406025506,0.04,2.802909517913124,1.7502963493038812,28.1,2990.9587837500926,1063.3518922377968,2159.2392699840148,1151.3815959334406,0.4351361396640727,0.5446778736070552,34.0,225.49578543608212,5.200139429367553,0.028201875011386438,1.2736198892910648
trawler,104087,107.05245452194175,58.41460413117734,7.087017255134522,25.60325026623587,5.565909202205014,8.026675118619622,2.8878616439574314,3.9894124948638714,2.5368688205342598,842.5,11853.756775192805,39800.499385739735,5193835,127.8,49.309388567438965,60.82502415567508,0.24751556710651276,0.26,0.18564750539688146,-0.35000000000000003,0.06727625785307212,0.054926128931297086,5.0884924199797315,3.941725718046048,-1.0,2.402676649504175,2.1715165036233337,5.1,0.02257761798906981,0.032719515445941635,0.12195,107.86664682439577,96.83010855777849,1.0,0.20780808373710066,0.14237631310739995,-0.06,0.8589784582411905,0.6864319591682785,10.75,53.85548417663925,10.432403658156172,23.97847216627385,11.999599142865328,0.1264033898033055,0.14906994058571066,34.4,18.738918660740186,2.6325186250210115,0.8063216669232285,1.394256317656957
seiner,104101,143.68061500161247,97.20037366998142,100.14279117781332,646.7452119417849,166.5839528904509,120.1384749235386,7.821994190334027,0.963624151780628,7.223764815347228,10.0,820.9036087773093,2513.5504239268266,7919725,128.8,14.03972765473157,17.97549539213343,0.37709591541222015,-0.13,0.2692431896022594,0.66,0.042937258878751584,0.0313910758202588,398.2328866814924,335.23466638503805,-1170.0,6.584947711022668,6.455922900863508,1.7,0.015182288770004281,0.04690897032196003,0.27799423076923074,111.46478501368871,97.1363600658265,0.9703734737850132,0.18649253027484206,0.14623027226688967,0.01,0.432646977570384,0.36031486108848,30.0,1119.2200989593846,270.26535673625006,501.8790697721362,306.75558803211385,0.25237306022600825,0.2980889242401925,34.800000000000004,136.56422425274891,5.925074938297607,0.005100434074882265,1.4071916718597193
trawler,104102,166.79044372897135,143.90802126239402,3.4370090878988537,18.632626425401615,0.2656630241741589,4.059073550500737,0.5898149048235349,0.015384672384681778,0.117757943897825,506.0,51401.561983471074,143455.36354537492,7074338,173.0,1.4244416365002317,3.3730490349516367,0.1445598900525633,0.135,0.11295608223482,-1.75,0.025169225955269273,0.02065296086332897,0.4603737990384063,0.3625093914350114,-1.0,1.6719487244807958,0.6369100471279284,0.0,0.08375567820609149,0.13977009099505872,0.6785146853146853,111.74946635912785,97.62279342836008,1.0,0.09768216744402494,0.07990437811624887,-0.02,0.3104337661143277,0.267754934772215,-0.30000000000000004,20.334449660445973,3.877900735628849,0.7720572291097579,4.620958017609697,0.011044327573249637,0.026165765857405168,34.1,13.18664557584668,2.070154230138424,0.0018244665261428774,0.7839713614112028
seiner,104113,135.41446500115666,100.54414444427454,5.332939015016198,33.64943845011049,3.5489787045791985,7.348741730241388,3.5686185547180136,0.06353339019223371,2.971819327704564,956.0,4530.999716699013,31018.36410652866,6773794,122.4,72.54011675133927,107.87259993673963,0.2119358959346664,-0.07,0.18174986533411636,-0.32,0.0761356195162376,0.06816832726303307,22.68936266062709,15.82225669993778,0.0,3.489600672744892,3.104900167082305,0.1,0.0344780090119385,0.04482461903051388,0.2364,103.29385647721136,87.7030563408471,1.0,0.2627880266938255,0.20648310155308994,0.06,0.749825782931775,0.6623754095788108,10.5,64.68025908874841,10.467684578681297,24.749234442787472,13.519579136398633,0.08254852867567485,0.09776415365681522,34.5,21.791116294252195,1.8304183602107853,0.018497758228354217,1.119636444140942
longliner,104138,151.65933681188474,124.52655966209787,6.688949451745334,68.41790853120955,0.2576286946515689,11.964501387269731,3.253388315024228,0.003365988114234092,2.1431594086874117,998.0,2552.052620999059,20937.05808102467,2742525,227.85,87.64450718638929,102.15575437286701,0.10103157275480544,-0.02,0.07712547475245866,-0.16,0.03887975445396805,0.026901720530321718,31.55621304109185,17.580832031285688,-26.0,2.9220744674626613,1.9767426879745618,0.0,0.009857833926824251,0.02581973998456429,0.0965,102.8471628054015,85.85255786923679,1.0,0.05123072972110063,0.027794833840446623,-0.01,0.9961237049220286,0.4712778950382078,15.5,81.99234819913421,9.63562216566547,2.245581788599711,15.720532801374118,0.04716336357738506,0.1433753213520771,35.1,316.2877317099781,9.719169425914991,0.0010332859231664145,1.332924251744697
seiner,104165,115.27779122849192,74.0804601682792,3.2417081939352657,24.763161481352498,2.6571455657397407,4.401863973482619,4.048924394593814,4.6120849940117425,3.7786894605124735,924.0,5575.648087759574,24851.61457869229,7943682,242.75,70.14517481663961,79.7632301153298,0.09212363123008896,-0.01,0.07692261035166441,-0.3,0.05312392813620871,0.043003924360101975,11.827302210322422,9.587409717356627,-6.0,3.675781079676884,3.4952225216504016,6.9,0.11631966894430665,0.15678385460807182,0.4846,104.1015620258148,91.02517689401787,1.0,0.119974331704649,0.09402005131855518,0.03,0.2446258243153107,0.19251166500201308,10.0,74.07359506937159,11.13303938085924,14.888385614389046,13.688265314421447,0.0459728723483543,0.04856288430566653,34.4,22.5642664180237,1.4055847802060182,1.1681658609935297,1.021049310495511
support,104192,94.43027016858429,48.222475897840006,19.113370924910427,81.9780342021903,41.179197736313206,23.624132425669345,4.352962133737272,8.77009237372103,3.9617207451032472,553.5,344.2662828202806,398.43998495373086,211322,150.75,46.83643334087823,54.8748812144306,0.14471805800264442,0.26,0.11419194205522863,-0.25,0.043079079518933305,0.034624264373019464,70.34304186632174,57.36222555454957,-142.0,3.4538635268943896,3.06287488682662,7.7,0.006036553587596196,0.007032856178564205,0.1034,94.54261904771131,85.33194715882888,1.0,0.23995741791273625,0.2123668798098688,0.31,0.18720489779614485,0.1590482118605707,15.1,98.61145426420885,22.28624397619347,43.7310475619051,27.6551291992556,0.05077806699863885,0.059572353052622186,35.4,3.38484753978938,0.8565269056966758,0.4833494245634965,0.7365485554762369
trawler,104207,151.42261430410954,121.09741040578908,12.980974138061486,187.72049476225868,0.8800310709686835,22.772283285800643,5.459178522045051,0.02033836906608388,4.0139949352282445,907.0,3326.497747850581,75537.51373993732,5731820,171.3,3.5942442377273327,7.302780787115594,0.21969785638573455,0.2,0.2038696648728761,-1.94,0.02918609787906538,0.02278213214000304,16.246492872059346,9.891203511898825,-6.0,4.902876529759982,3.6942129539598767,0.0,0.08916857103193829,0.15782421946809816,0.5812090569561158,108.18381148429778,92.76553990830514,1.0,0.14023237346305648,0.11784159666336542,0.12,0.2215035538767722,0.2154086364617665,-1.5,188.93266949759655,18.864964222113873,0.3278285671972121,27.972288384907586,0.02172036670964218,0.03296193696969068,34.2,131.5977899805933,5.837729894518622,0.0039503376436120395,1.6861847704323163
trawler,104215,156.40542557072186,134.5510828371822,3.198359709675213,54.98181532793986,1.5189250652378572,6.827093985303034,2.350936170511776,0.01583114658641133,1.1495807393509765,817.0,297.63240669675616,462.4841187732021,7947645,150.6,11.727249037653813,13.586985056082742,0.13014274641860693,0.2,0.10091465357157824,-1.89,0.03880811940744063,0.03308037394633658,2.6710484868601188,1.2780043034746094,0.0,2.12264739345588,1.055110566227729,0.0,1.2797273010034858,1.3335891589557316,4.3813,105.49309317693852,89.9066714594233,1.0,0.1731593783334657,0.13832684272346174,-0.13,0.4266407619808033,0.39456215881514256,-1.7000000000000002,66.2993071158233,4.288875551392103,0.6919080508485271,9.219358697910096,0.0681088556986571,0.0806267161932608,34.0,28.624353649215106,0.6040572827430015,0.002762439406117136,0.2343490091482633
trawler,104346,143.83351389813004,104.41002773737848,13.705579870396221,54.8866718387093,0.32803117277683835,15.914707640851498,3.3773129422796426,0.07484213882959141,2.547374965848004,204.0,326.25939256739366,972.9699770103673,6436833,115.8,167.40993740701842,215.81667345708408,0.11336864427579578,0.03,0.09016052082224038,-0.06,0.04430795223143475,0.036319667233563335,28.931975952314573,24.795169517410873,13.0,2.9131911001219666,2.3171888646995966,0.0,0.2234295394694595,0.4839982933041642,1.1501878337882339,114.74046956696188,96.29588796684212,1.0,0.10964525001533357,0.08362055354367816,0.03,0.9235674167997044,0.6373642221877873,8.200000000000001,80.18190991718367,16.87562554271553,2.562040001242096,19.683136651923068,0.049576881349822535,0.050031525772047176,34.300000000000004,33.39842725919997,0.7763236989668926,0.0029324905913296145,0.32688628161382777
